screen_name,user_name,status_id,url,title,published_date,geoLocation
"AllOfURSumOfMe","Helsinki Translator Testify Now!","1054075785022185472","Not Available","@realDonaldTrump 1/  LIAR LIAR PANTS ON FIRE! Nothing is being done because if there was, @BrianKempGA would have been recalled from his position already! 

Georgia has been contending with corruption, incompetence and negligence from Kemp, whose actions have undermined voting systems, election","null","Sun Oct 21 14:23:45 EDT 2018",
"marystanforddc","MaryStanfordDC","1054075801308745728","Not Available","@realDonaldTrump Yes, cheaters like Republicans @BrianKempGA and @DougBurgum should definitely be charged with voter fraud for disenfranchising Americans w their registrations scams.","null","Sun Oct 21 14:23:49 EDT 2018",
"SunnyDays024","Sunny Days","1054075805104570369","Not Available","GEORGIA STILL SUCKS !!!! GET IT TOGETHER.......","null","Sun Oct 21 14:23:50 EDT 2018",
"icraw45","Ing","1054075823710453760","https://t.co/lReGvGl4FF","Wait, we shall prevail. Vote @staceyabrams for governor. And support her candidacy. https://t.co/lReGvGl4FF","null","Sun Oct 21 14:23:54 EDT 2018",
"jafrin633","Jafrin sultana","1054075846850277376","https://t.co/MO95gaISTl","@BrianKempGA https://t.co/MO95gaISTl","null","Sun Oct 21 14:24:00 EDT 2018",
"wl_smith","OneWillSmith🌊","1054075853028671495","Not Available","@BrianKempGA @realDonaldTrump How does it feel being part of the #TrumpCrimeSyndicate?","null","Sun Oct 21 14:24:01 EDT 2018",
"gazoscreek","Daniel Stormy","1054075865791787008","Not Available","@BrianKempGA Quit stealing our democracy you fascist pig!!!!!","null","Sun Oct 21 14:24:04 EDT 2018",
"SebFazioComedy","Sebastiano Fazio","1054075875954704385","Not Available","@BrianKempGA purged 300,000 people, mostly minorities, from Georgia’s voter rolls. He’s like Thanos for racist white republicans. #midterms","null","Sun Oct 21 14:24:07 EDT 2018",
"edofalltrades","edofalltrades","1054075881805832195","Not Available","@BrianKempGA @torithompson_ @kennesawstate #keepsupressin'","null","Sun Oct 21 14:24:08 EDT 2018",
"KathyHoldshope","Kathy Huffman","1054075889196195841","Not Available","@realDonaldTrump @BrianKempGA 5/  admitted he leaked the data and as part of the settlement the state agreed to pay $1.2 million for a year’s worth of credit monitoring for millions of Georgians.
5. Massive breach of 6 million registered voters password files and encryption keys that could be accessed online","null","Sun Oct 21 14:24:10 EDT 2018",
"LindaPawlowski2","LindaPawlowski","1054075889934315520","Not Available","@mel_faith1 @BrianKempGA Yes I have friends living in Georgia all on it They want BrianKemp!Go Georgia and vote for a Good man","null","Sun Oct 21 14:24:10 EDT 2018",
"AllOfURSumOfMe","Helsinki Translator Testify Now!","1054075907336495104","Not Available","@realDonaldTrump @BrianKempGA 7/  supplied by Kris Kobach Kansas SoS. Legitimate voters were purged from the voter rolls because they left the state or moved from their congressional district when they hadn’t moved anywhere. 
7. 2017, a group of electoral reform advocates filed a lawsuit to force the state to","null","Sun Oct 21 14:24:14 EDT 2018",
"MyLandsberg","judy828","1054075907399434245","Not Available","Georgia will look like a 3rd World Country if this 👇man doesn’t win on November 6th!  VOTE FOR BRIAN KEMP! 🇺🇸🇺🇸 Georgia GOVERNOR🇺🇸🇺🇸.   @BrianKempGA https://t.co/Ucs9EAbh1M","null","Sun Oct 21 14:24:14 EDT 2018",
"CydCarlson","Cyd Carlson","1054075930224644096","Not Available","No Secretary of State should be allowed to run for higher office without resigning first. It's an obvious conflict of interest that invites abuse of power. 

But since @BrianKempGA has already abused his power, he should be removed from the ballot.","null","Sun Oct 21 14:24:20 EDT 2018",
"TheRealDjango","The Real DJANGO","1054075950248443911","Not Available","@Realdonaldtrump is a crooked liar.. so with the endorsement of @BrianKempGA will only draw the conclusion that he too is a crooked liar. He illegally purging voters!
@AJplus is fully aware of this!  @StaceyAbrams will be elected the next Governor of Georgia! #HonestyMatters","null","Sun Oct 21 14:24:24 EDT 2018",
"Rick3932","Rather Uncivil Resister❄🌊 🇺🇸 🇮🇪 🇵🇷","1054075962508369921","Not Available","Congress is not in session before nov u liar in chief! And tell Americans the truth u r coming to take away their health care, destroy their social security and Medicare! @realDonaldTrump @tedcruz @GregAbbott_TX @BrianKempGA @RepDeSantis @marcorubio @RepCurbelo @ScottforFlorida https://t.co/7c419qyIS9","null","Sun Oct 21 14:24:27 EDT 2018",
"coulter28","Steve Coulter","1054075976953532417","Not Available","@michaelmcneely @BrianKempGA She said "Glascock" county. Pronounced it Glasgow.   Grow up.","null","Sun Oct 21 14:24:31 EDT 2018",
"Barbara_Ann_M","Barbara Mcentyre","1054075990044037121","Not Available","@aVocalAmerican @TRitenourShirer @juliebusbee @BrianKempGA @staceyabrams I based mine on Abrams voting record its enlightening.
Kemp's not perfect but he's got my vote","null","Sun Oct 21 14:24:34 EDT 2018",
"TXCenterLefty","BETO FOR TEXAS 🇨🇱🇺🇸🎩🎤🌊","1054075995177676801","Not Available","Stacey Abrams could lose by .8% of the vote, while Brian Kemp has disenfranchised over 1,000,000 people (or more than 1% of the Georgia electorate), in his time as Secretary of State. 

Talk about undemocratic and self-dealing corruption. 

@BrianKempGA is a danger to democracy. https://t.co/v5DTeS4tKP","null","Sun Oct 21 14:24:35 EDT 2018",
"JuZ_BCuZ","BooBoo the Fool ass Fool","1054076020083605505","Not Available",".@staceyabrams never said she wanted undocumented immigrants to illegally vote. 

I’ll remind you that you’re the candidate who froze 53,000 voter registrations, largely of African-Americans. https://t.co/wtFNio9232","null","Sun Oct 21 14:24:41 EDT 2018",
"Herbalgrandma49","herbalgrandma49","1054076031777361930","Not Available","📢ATTENTION #GA VOTERS📢

DON'T JUST READ THE HEADLINE. READ THIS ENTIRELY‼️This article debunks every single LIE that Stacey Abrams is stating about @BrianKempGA. STACEY ABRAMS not only LIES but she is TOO EXTREME for Georgia.

#GaPol #MAGA #GaFirst 
https://t.co/aYvhKs8HFp","null","Sun Oct 21 14:24:44 EDT 2018",
"JohnJohnhowe","john Howe","1054076061229682694","Not Available","📢ATTENTION #GA VOTERS📢

DON'T JUST READ THE HEADLINE. READ THIS ENTIRELY‼️This article debunks every single LIE that Stacey Abrams is stating about @BrianKempGA. STACEY ABRAMS not only LIES but she is TOO EXTREME for Georgia.

#GaPol #MAGA #GaFirst 
https://t.co/aYvhKs8HFp","null","Sun Oct 21 14:24:51 EDT 2018",
"LovelyRita1022","Lovely Rita","1054076125343768576","Not Available","@realDonaldTrump You talk out your #LardAss. @BrianKempGA is as Dishonest and sneaky as you are. He probably used your playbook...it would #BeBest to restore every fucking suppressed voter his/her right or there’s gonna be a shitstorm let loose.","null","Sun Oct 21 14:25:06 EDT 2018",
"SookeGramma","Valerie MacPherson","1054076131576504320","Not Available","@MichaelAvenatti @EllenKurz @iVoteFund Thank you, Michael, for lending your voice to the important issue of voter suppression in Georgia. Sec. of State @BrianKempGA is running for governor while administering the elections. Kemp is purging rolls, holding 53,000 registrations, 70% of which are African Americans. #Basta","null","Sun Oct 21 14:25:08 EDT 2018",
"dalemberte","Gabrielle Dalemberte","1054076136374837248","Not Available","@SarahLies4Trump @realDonaldTrump @BrianKempGA And the very UnAmerican voter suppression “laws” that Kemp led.  Can’t win fairlynso cheat. Where/who do you think Kemp learned that from?","null","Sun Oct 21 14:25:09 EDT 2018",
"ResistThePigs","Resisting for my Kids","1054076150891200515","Not Available","@csd @BrianKempGA My thoughts as well","null","Sun Oct 21 14:25:12 EDT 2018",
"LovelyRita1022","Lovely Rita","1054076177319489536","Not Available","@realDonaldTrump .@BrianKempGA & @KrisKobach1787 suppressing thousands of voters but sure, "they'll make great Governors" 
https://t.co/bgLEXvHeGq","null","Sun Oct 21 14:25:19 EDT 2018",
"Solerina2","Solerina","1054076245628149761","Not Available","Week 101. The photo is GA -people waiting 3 hours in line 3 weeks before the election to vote because of efforts by their SoS @BrianKempGA running for gov, to steal their vote.  On top of the other 159 not normal items this week, how is this democracy?!
https://t.co/w6RXE0iJqk","null","Sun Oct 21 14:25:35 EDT 2018",
"_dralaterdzo","Cranky Granny 😡🇨🇦🇺🇸","1054076269959282688","Not Available","@realDonaldTrump @BrianKempGA 3/  were lost the vast majority were people of color. 
2. The state’s electronic voting machines haven’t been updated since 2005 and run on Windows 2000 received an F- rating can be hacked within minutes. Kemp refuses to do anything.
3. Used the outdated, hackable infrastructure","null","Sun Oct 21 14:25:41 EDT 2018",
"conrazon","nati","1054076271880216576","https://t.co/fPAzjovjPM","@oldmanebro https://t.co/fPAzjovjPM you and @Amy_Siskind should linkup!","null","Sun Oct 21 14:25:41 EDT 2018",
"pinewoodsdojo","Lou Pine","1054076274048712707","Not Available","@JasminPerle @Catlady628 @deirdre11187011 @pinewoodsdojo @gentlemindmom @IdahoRoadapple @LifeOnTheBeach7 @MarilynT4 @realMLHoenig @MLHoenig @jcw_irish @njterrie @historiasdeaca @CMikeSF @tess_tess2 @donald_j_putin @cafebacon007 @kimmybeaa @DeadBunnyFrank @IdahoIndependen @JamesEFinch @Keurig @BrianKempGA @karenhandel Thank you Jasmin ❤️😊❤️he is much better today🐶💙🐶🐶","null","Sun Oct 21 14:25:42 EDT 2018",
"CraineRick","Rick Craine","1054076289886416897","Not Available","📢ATTENTION #GA VOTERS📢

DON'T JUST READ THE HEADLINE. READ THIS ENTIRELY‼️This article debunks every single LIE that Stacey Abrams is stating about @BrianKempGA. STACEY ABRAMS not only LIES but she is TOO EXTREME for Georgia.

#GaPol #MAGA #GaFirst 
https://t.co/aYvhKs8HFp","null","Sun Oct 21 14:25:45 EDT 2018",
"coleycane2030","Cole","1054076305019494400","Not Available","Hey @Georgia!  If we had better History Teachers in GA schools, perhaps y’all will stop voting for RACIST, Gerrymandering #TreasonousGOP candidates like @BrianKempGA who represent the last dying gasps of KKK in GA and Indiana.  Enough is enough! Let’s move forward w/@teamabrams","null","Sun Oct 21 14:25:49 EDT 2018",
"kathleeneholmes","kathleen holmes","1054076307531882496","Not Available","@realDonaldTrump @BrianKempGA is cheating","null","Sun Oct 21 14:25:50 EDT 2018",
"_dralaterdzo","Cranky Granny 😡🇨🇦🇺🇸","1054076373919260672","Not Available","@realDonaldTrump @BrianKempGA 2/  security and democracy in general. Kemp is maliciously wielding the power of his office to suppress the vote for political gain and silence the voices of thousands of eligible voters -- the majority of them people of color

1. In 2014 approximately 40,000 voter registrations","null","Sun Oct 21 14:26:05 EDT 2018",
"DebiStewart11","debbie Stuart #glovesoff","1054076441191739392","Not Available","@staceyabrams @BrianKempGA. We GEORGIANS need to beat this fool brian kemp. vote vote vote. Beat him by voting. I voted  it is awesome feeling","null","Sun Oct 21 14:26:22 EDT 2018",
"luckyintheorder","Trump = Constitution... period","1054076466646974464","Not Available","@SarahLies4Trump @realDonaldTrump @BrianKempGA you are psychotic, seek help... maybe in Venezuela or Cuba","null","Sun Oct 21 14:26:28 EDT 2018",
"RickReese10","Rick Reese","1054076471336026112","Not Available","@SarahLies4Trump @realDonaldTrump @BrianKempGA Voter fraud not corruption's negligence or incompetence","null","Sun Oct 21 14:26:29 EDT 2018",
"_Delathor_","Michael","1054076494815870976","Not Available","@SarahLies4Trump @realDonaldTrump @BrianKempGA Thread is a VERY good example how twitler and the repugnant party cheat to "win". Now you are caught and getting nervous. It is easy to see when you suddenly start spewing bullsh*t 10 times as much on certain subjects which means plain and simple that YOU are guilty. Evil money. https://t.co/pwFc8owEGx","null","Sun Oct 21 14:26:34 EDT 2018",
"BennitRodney","❌🇺🇸Rodney Bennit🛡️⭐⭐⭐","1054076521831391234","Not Available","@BrianKempGA https://t.co/owVAi4cmR1","null","Sun Oct 21 14:26:41 EDT 2018",
"llunarossa","Elisabetta H.","1054076663456239617","Not Available","@realDonaldTrump 1/  LIAR LIAR PANTS ON FIRE! Nothing is being done because if there was, @BrianKempGA would have been recalled from his position already! 

Georgia has been contending with corruption, incompetence and negligence from Kemp, whose actions have undermined voting systems, election","null","Sun Oct 21 14:27:15 EDT 2018",
"SouthardJohnny","Johnny Southard","1054076695261646849","Not Available","@BrianKempGA @PowerTaking Come on PATRIOTS, let’s let them know we have their backs!! 🙏🙏 for officer Toney’s family and department!! https://t.co/8NkAWcF74d","null","Sun Oct 21 14:27:22 EDT 2018",
"llunarossa","Elisabetta H.","1054076702261940224","Not Available","@realDonaldTrump @BrianKempGA 2/  security and democracy in general. Kemp is maliciously wielding the power of his office to suppress the vote for political gain and silence the voices of thousands of eligible voters -- the majority of them people of color

1. In 2014 approximately 40,000 voter registrations","null","Sun Oct 21 14:27:24 EDT 2018",
"RzrbckRed","HOGFAN","1054076712747704320","Not Available","@realDonaldTrump Myth of Voter Fraud

VOTER SUPPRESSION IS STEALING PEOPLE'S VOTES .@BrianKempGA
.@KrisKobach1787 What's the Penalty for that?  #GaPol
https://t.co/mG6p91Yjam","null","Sun Oct 21 14:27:26 EDT 2018",
"JMeloveyou","jmeloveyou💙🇺🇸🐾🌈🌎🍀","1054076714295459841","Not Available","@SarahLies4Trump @realDonaldTrump @BrianKempGA You GO Girl! 💙💙🇺🇸💙💙","null","Sun Oct 21 14:27:27 EDT 2018",
"llunarossa","Elisabetta H.","1054076715834720256","Not Available","@realDonaldTrump @BrianKempGA 3/  were lost the vast majority were people of color. 
2. The state’s electronic voting machines haven’t been updated since 2005 and run on Windows 2000 received an F- rating can be hacked within minutes. Kemp refuses to do anything.
3. Used the outdated, hackable infrastructure","null","Sun Oct 21 14:27:27 EDT 2018",
"llunarossa","Elisabetta H.","1054076733635354624","Not Available","@realDonaldTrump @BrianKempGA 4/  in the runoff between Jon Ossoff and Karen Handel despite known breaches, faulty equipment, and theft of electronic polling books that contained voter data.
4. Leaked voter information including Social Security numbers and driver’s license data twice. To settle a lawsuit Kemp","null","Sun Oct 21 14:27:31 EDT 2018",
"llunarossa","Elisabetta H.","1054076766271225856","Not Available","@realDonaldTrump @BrianKempGA 5/  admitted he leaked the data and as part of the settlement the state agreed to pay $1.2 million for a year’s worth of credit monitoring for millions of Georgians.
5. Massive breach of 6 million registered voters password files and encryption keys that could be accessed online","null","Sun Oct 21 14:27:39 EDT 2018",
"rbp_II","Flag Flying American","1054076774047465472","Not Available","@AskMe_idareyou @BobbieH19650091 @MichaelAvenatti @EllenKurz @iVoteFund @BrianKempGA yea don't make people Use correct information on the voter registration
that's not fair people should be allowed to use
fake names, wrong addresses or any other technical errors as long as
they vote for the destruction of America, Right?","null","Sun Oct 21 14:27:41 EDT 2018",
"LynnGrace50","LynnAgain","1054076804250681344","Not Available","@realDonaldTrump 1/  LIAR LIAR PANTS ON FIRE! Nothing is being done because if there was, @BrianKempGA would have been recalled from his position already! 

Georgia has been contending with corruption, incompetence and negligence from Kemp, whose actions have undermined voting systems, election","null","Sun Oct 21 14:27:48 EDT 2018",
"JohnnyMacHill","JMHill","1054076856566132736","Not Available","📢ATTENTION #GA VOTERS📢

DON'T JUST READ THE HEADLINE. READ THIS ENTIRELY‼️This article debunks every single LIE that Stacey Abrams is stating about @BrianKempGA. STACEY ABRAMS not only LIES but she is TOO EXTREME for Georgia.

#GaPol #MAGA #GaFirst 
https://t.co/aYvhKs8HFp","null","Sun Oct 21 14:28:01 EDT 2018",
"NUV4ME","S. Matthyssen","1054076863461683201","Not Available","Week 101. The photo is GA -people waiting 3 hours in line 3 weeks before the election to vote because of efforts by their SoS @BrianKempGA running for gov, to steal their vote.  On top of the other 159 not normal items this week, how is this democracy?!
https://t.co/w6RXE0iJqk","null","Sun Oct 21 14:28:02 EDT 2018",
"TheUnitedFree","The United Free ⭐️⭐️⭐️ (Jason)","1054076866611609601","Not Available","📢ATTENTION #GA VOTERS📢

Don't let Stacey Abrams Venezuela our Georgia‼️ VOTE @BrianKempGA for #Governor. 👍👍👍

#GaPol #GaGOP
#MAGA #GaFirst
#SaturdayMorning https://t.co/CTGjv3lFLC","null","Sun Oct 21 14:28:03 EDT 2018",
"poodlepingpong","T. Stark","1054076875222466566","Not Available","@deejay90192 @Zen0469 @realDonaldTrump @BrianKempGA @KrisKobach1787 Deliberately suppressing the votes of American citizens legally eligible to cast a ballot is the worst type of fraud. Republicans practice it on a massive scale while diverting their base to the minimal # of cases where a single illegal vote is cast.","null","Sun Oct 21 14:28:05 EDT 2018",
"BennitRodney","❌🇺🇸Rodney Bennit🛡️⭐⭐⭐","1054076880297570304","Not Available","@BrianKempGA @AustinScott4GA You know her fat ass is eating well https://t.co/QZvAac8x7t","null","Sun Oct 21 14:28:06 EDT 2018",
"content1949","The Green Man #Blue Wave","1054076897842233344","https://t.co/2168XocNXk","I can't believe all the stuff that happens in just one week. Unbelievable https://t.co/2168XocNXk","null","Sun Oct 21 14:28:10 EDT 2018",
"ArchKennedy","Arch Kennedy","1054076913621327873","Not Available","@BrianKempGA While Brian Kemp was assessing the damage in South Georgia from #HurricaneMichael, Stacey Abrams was making the circuit of liberal media programs and naming a county in Georgia THAT DOESN'T EVEN EXIST‼️😂 https://t.co/fG7NSumQtC","null","Sun Oct 21 14:28:14 EDT 2018",
"tim_horel","Vote! Your life depends on it!","1054076939298697216","Not Available","Stacey Abrams could lose by .8% of the vote, while Brian Kemp has disenfranchised over 1,000,000 people (or more than 1% of the Georgia electorate), in his time as Secretary of State. 

Talk about undemocratic and self-dealing corruption. 

@BrianKempGA is a danger to democracy. https://t.co/v5DTeS4tKP","null","Sun Oct 21 14:28:20 EDT 2018",
"Uofm77","Donna","1054076947549032449","Not Available","Stacey Abrams could lose by .8% of the vote, while Brian Kemp has disenfranchised over 1,000,000 people (or more than 1% of the Georgia electorate), in his time as Secretary of State. 

Talk about undemocratic and self-dealing corruption. 

@BrianKempGA is a danger to democracy. https://t.co/v5DTeS4tKP","null","Sun Oct 21 14:28:22 EDT 2018",
"content1949","The Green Man #Blue Wave","1054076948471676929","Not Available","Week 101. The photo is GA -people waiting 3 hours in line 3 weeks before the election to vote because of efforts by their SoS @BrianKempGA running for gov, to steal their vote.  On top of the other 159 not normal items this week, how is this democracy?!
https://t.co/w6RXE0iJqk","null","Sun Oct 21 14:28:22 EDT 2018",
"Baldylocks13","Baldylocks","1054076970999341056","Not Available","@bfs465 @JohnJHarwood @BrianKempGA This story was debunked Dems were flooding voter rolls with non eligible entries","null","Sun Oct 21 14:28:28 EDT 2018",
"fauxdea","Sandy O","1054077070123261952","Not Available","@realDonaldTrump 1/  LIAR LIAR PANTS ON FIRE! Nothing is being done because if there was, @BrianKempGA would have been recalled from his position already! 

Georgia has been contending with corruption, incompetence and negligence from Kemp, whose actions have undermined voting systems, election","null","Sun Oct 21 14:28:51 EDT 2018",
"tim_horel","Vote! Your life depends on it!","1054077072073609216","Not Available","However you can, wherever you are, go help @staceyabrams right now.
Donate, volunteer or both. 

Go VOTE in #Georgia anyway. 

They mean to discourage voters. It's unAmerican. We need to elect Democrats & get rid of "use it or lose it" laws. #VoteBlue #VoterSuppression #Georgia https://t.co/Co2U8EJwQD","null","Sun Oct 21 14:28:52 EDT 2018",
"RSandyLee333","Sandy Lee","1054077073285890048","Not Available","@realDonaldTrump So does that mean you are going to prosecute @BrianKempGA and @KrisKobach1787 for CHEATING?

How can the Secretary of State running for Office also be the same person to oversea & make decisions for their states elections?

Huge Conflict of Interest!

Cheating just like in 2016.","null","Sun Oct 21 14:28:52 EDT 2018",
"content1949","The Green Man #Blue Wave","1054077086476906496","Not Available","@Amy_Siskind @BrianKempGA UnAmerican. Even in 3rd world countries voting is holiday and/or mandatory. Here, in what is supposed to be one of the beacons of freedom we stop people from voting. Time for USA to have observers to make sure our voting is fair; Jimmy Carter has decades of experience.","null","Sun Oct 21 14:28:55 EDT 2018",
"saltycomment","STILL RESISTING","1054077093905137665","Not Available","@johnpezold @GaRepublicans @GovernorDeal @NathanDeal @JohnnyIsakson @sendavidperdue @CaseyCagle @BillKristol @FoxNews @RBReich @jennycohn1 @BrianKempGA @BrennanCenter @ChrisCarr_Ga @karenhandel 29. Guess who’s promoting ES&S Express Vote Barcode System?

She’s baaaack! Kathy Rogers

SOOOOO...@johnpezold Do you understand now why Georgia citizens do NOT trust Brian Kemp, our Election System and the GA GOP?

Our Rights to Fair and Transparent Elections are being violated! https://t.co/cHWUsfJrEC","null","Sun Oct 21 14:28:57 EDT 2018",
"rdvowles","Rob Vowles","1054077108996263937","Not Available","Week 101. The photo is GA -people waiting 3 hours in line 3 weeks before the election to vote because of efforts by their SoS @BrianKempGA running for gov, to steal their vote.  On top of the other 159 not normal items this week, how is this democracy?!
https://t.co/w6RXE0iJqk","null","Sun Oct 21 14:29:01 EDT 2018",
"GaRedneck4Bria1","GA-HiTech-Redneck🌟🌟🌟","1054077118324318208","Not Available","@Dax_x98 @BrianKempGA Your Endorsement
#Bisexual#Atheist|#LGBTQ .
Thanks for acknowledging that God doesn't approve and your real reason for voting blue.","null","Sun Oct 21 14:29:03 EDT 2018",
"VernonLLindsay2","Vernon L Lindsay","1054077229687361537","Not Available","@realDonaldTrump 1/  LIAR LIAR PANTS ON FIRE! Nothing is being done because if there was, @BrianKempGA would have been recalled from his position already! 

Georgia has been contending with corruption, incompetence and negligence from Kemp, whose actions have undermined voting systems, election","null","Sun Oct 21 14:29:30 EDT 2018",
"content1949","The Green Man #Blue Wave","1054077250004340736","Not Available","@Amy_Siskind @BrianKempGA NM poorest state in the nation. Just to compare to GA. We have early voting 🗳 and a mobile service along with about 70 voting 🗳 sites all over Albuquerque NM. We are poor and have GOP all over and we have better than GA. It is truly sad 😔","null","Sun Oct 21 14:29:34 EDT 2018",
"GACRs","GACRs","1054077263145328640","Not Available","UGACRs had a great time campaigning last night at the Women for Kemp Call Night! #KeepChopping #KempForGovernor #MartyForFirstLady https://t.co/M2Pr9qAqYs","null","Sun Oct 21 14:29:37 EDT 2018",
"Traconesu","Joe Jones","1054077283403739138","Not Available","@SarahLies4Trump @realDonaldTrump @BrianKempGA Anyone can vote with a paper ballot in the state you reside in and you are a registered voter, if you don't trust the electronic voting system. We should all return to paper ballots.","null","Sun Oct 21 14:29:42 EDT 2018",
"VernonLLindsay2","Vernon L Lindsay","1054077293059104768","Not Available","@realDonaldTrump @BrianKempGA 2/  security and democracy in general. Kemp is maliciously wielding the power of his office to suppress the vote for political gain and silence the voices of thousands of eligible voters -- the majority of them people of color

1. In 2014 approximately 40,000 voter registrations","null","Sun Oct 21 14:29:45 EDT 2018",
"karinna_young","Karinna Young","1054077292551360513","Not Available","Please don't cross any lines in civility toward politicians who never have town halls, and instead focus on civil processes like waiting in line for three hours to vote in an election where the legitimacy of your vote will be decided by the one of the candidates. https://t.co/kubjHzrOL4","null","Sun Oct 21 14:29:45 EDT 2018",
"trevorcurtis23","Trevor Curtis","1054077305402867712","Not Available","Please don't cross any lines in civility toward politicians who never have town halls, and instead focus on civil processes like waiting in line for three hours to vote in an election where the legitimacy of your vote will be decided by the one of the candidates. https://t.co/kubjHzrOL4","null","Sun Oct 21 14:29:48 EDT 2018",
"LilFletch22","Fletch","1054077336088395776","Not Available","@BrianKempGA *","null","Sun Oct 21 14:29:55 EDT 2018",
"LeftLoons","Lisa Ray ⭐⭐⭐","1054077336285405185","Not Available","@SarahLies4Trump @realDonaldTrump @BrianKempGA Still available on the WikiLeaks site.... https://t.co/hKi6Trs74W","null","Sun Oct 21 14:29:55 EDT 2018",
"content1949","The Green Man #Blue Wave","1054077350638309377","Not Available","@Amy_Siskind @BrianKempGA I'm wondering if their votes will really be counted. I have my doubts. Shady shit has gone on in Georgia for many years now. I'm a GA native and POC are still expected to bow down there. 🇺🇸🌊🌊🌊","null","Sun Oct 21 14:29:58 EDT 2018",
"VernonLLindsay2","Vernon L Lindsay","1054077373665239041","Not Available","@realDonaldTrump @BrianKempGA 3/  were lost the vast majority were people of color. 
2. The state’s electronic voting machines haven’t been updated since 2005 and run on Windows 2000 received an F- rating can be hacked within minutes. Kemp refuses to do anything.
3. Used the outdated, hackable infrastructure","null","Sun Oct 21 14:30:04 EDT 2018",
"InequalityIsBad","Rick the Instigator","1054077412131119107","Not Available","@realDonaldTrump @BrianKempGA 5/  admitted he leaked the data and as part of the settlement the state agreed to pay $1.2 million for a year’s worth of credit monitoring for millions of Georgians.
5. Massive breach of 6 million registered voters password files and encryption keys that could be accessed online","null","Sun Oct 21 14:30:13 EDT 2018",
"LockeShiny","Myron Resists!  162 days until impeachment.⏰","1054077412915404801","Not Available","@realDonaldTrump 1/  LIAR LIAR PANTS ON FIRE! Nothing is being done because if there was, @BrianKempGA would have been recalled from his position already! 

Georgia has been contending with corruption, incompetence and negligence from Kemp, whose actions have undermined voting systems, election","null","Sun Oct 21 14:30:13 EDT 2018",
"MisterMike92660","MrMike92660","1054077445891153921","Not Available","@deejay90192 @Zen0469 @realDonaldTrump @BrianKempGA @KrisKobach1787 Deliberately suppressing the votes of American citizens legally eligible to cast a ballot is the worst type of fraud. Republicans practice it on a massive scale while diverting their base to the minimal # of cases where a single illegal vote is cast.","null","Sun Oct 21 14:30:21 EDT 2018",
"Tdennisajr","T. Dennis Anthony","1054077448659329029","Not Available","@Minuteman04 @deejay90192 @Zen0469 @realDonaldTrump @BrianKempGA @KrisKobach1787 And that's justification for millions of dead people waking up and voting for dems ALL FROD NEEDS TO STOP on both sides","null","Sun Oct 21 14:30:22 EDT 2018",
"Bohemianbloom","Vote November 6th.","1054077455277805568","Not Available","@realDonaldTrump @BrianKempGA is going to jail. He is committing federal crimes. He will go to jail for this. So sad, your party has to cheat to try and win.","null","Sun Oct 21 14:30:23 EDT 2018",
"InequalityIsBad","Rick the Instigator","1054077471962869761","Not Available","@realDonaldTrump @BrianKempGA 6/  by anyone looking. Days after the lawsuit filed technicians erased the hard drives of the server in question. 
6. Over 1.4 million voter registrations have been purged since 2012 with nearly 670,000 in 2017 alone using a racially biased methodology called Crosscheck Program","null","Sun Oct 21 14:30:27 EDT 2018",
"times_trying","trying times","1054077541101780994","https://t.co/ndgCjzoQN2","@SarahLies4Trump @realDonaldTrump @BrianKempGA https://t.co/ndgCjzoQN2.     What they don't want you to know","null","Sun Oct 21 14:30:44 EDT 2018",
"VE22738130","V. Elizabeth","1054077546638172160","Not Available","@JohnFugelsang @IamHMaynard @BrianKempGA Your as crooked as the guy in the WH! You can’t win on your own merit so you want to rig the system so you can win!

You should be LOCKED UP!

#LockUpBrianKemp
#LockUpBrianKemp
#LockUpBrianKemp
#LockUpBrianKemp
#LockUpBrianKemp","null","Sun Oct 21 14:30:45 EDT 2018",
"InequalityIsBad","Rick the Instigator","1054077564225028101","Not Available","@deejay90192 @Zen0469 @realDonaldTrump @BrianKempGA @KrisKobach1787 Deliberately suppressing the votes of American citizens legally eligible to cast a ballot is the worst type of fraud. Republicans practice it on a massive scale while diverting their base to the minimal # of cases where a single illegal vote is cast.","null","Sun Oct 21 14:30:49 EDT 2018",
"VernonLLindsay2","Vernon L Lindsay","1054077568503214080","Not Available","@realDonaldTrump @BrianKempGA 4/  in the runoff between Jon Ossoff and Karen Handel despite known breaches, faulty equipment, and theft of electronic polling books that contained voter data.
4. Leaked voter information including Social Security numbers and driver’s license data twice. To settle a lawsuit Kemp","null","Sun Oct 21 14:30:50 EDT 2018",
"sarahtoole04","𝐒𝐀𝐑𝐀𝐇","1054077576652697604","Not Available","@realDonaldTrump 1/  LIAR LIAR PANTS ON FIRE! Nothing is being done because if there was, @BrianKempGA would have been recalled from his position already! 

Georgia has been contending with corruption, incompetence and negligence from Kemp, whose actions have undermined voting systems, election","null","Sun Oct 21 14:30:52 EDT 2018",
"VernonLLindsay2","Vernon L Lindsay","1054077581031587841","Not Available","@realDonaldTrump @BrianKempGA 5/  admitted he leaked the data and as part of the settlement the state agreed to pay $1.2 million for a year’s worth of credit monitoring for millions of Georgians.
5. Massive breach of 6 million registered voters password files and encryption keys that could be accessed online","null","Sun Oct 21 14:30:53 EDT 2018",
